alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
NA,Polynesia,957,1990,58419,549965,10.62231232896639,0,NA,58419,NA
NA,Polynesia,957,1995,64825,583488,11.1099114291982,0,NA,64825,NA
NA,Polynesia,957,2000,70701,616405,11.469893982041029,0,NA,70701,NA
NA,Polynesia,957,2005,73023,645878,11.306005158869011,0,NA,73023,NA
NA,Polynesia,957,2010,71552,656837,10.893418001726456,0,NA,71552,NA
NA,Polynesia,957,2015,67611,667052.0000000001,10.13579151250577,0,NA,67611,NA
NA,Polynesia,957,2019,68374,679771.0000000001,10.058387309844049,3,NA,68374,NA
ASM,American Samoa,16,1990,21283,47347,44.951105666673705,0,2041,21283,0.04310727184404503
ASM,American Samoa,16,1995,23098,53161,43.44914504994263,0,2638,23098,0.049622843814074225
ASM,American Samoa,16,2000,24912,57821,43.0846924127912,0,3186,24912,0.05510108784005811
ASM,American Samoa,16,2005,24233,59562,40.68533628823747,0,2588,24233,0.043450522144991774
ASM,American Samoa,16,2010,23555,56079,42.00324542163733,0,2159,23555,0.03849925997253874
ASM,American Samoa,16,2015,23513,55812,42.128932845982945,0,1967,23513,0.03524331684942306
ASM,American Samoa,16,2019,23539,55312,42.55676887474689,0,1817,23539,0.03285001446340758
COK,Cook Islands,184,1990,2587,18191,14.221318234291683,0,17488,2587,0.9613545159694354
COK,Cook Islands,184,1995,2686,19097,14.065036393150757,0,17012,2686,0.89082054773001
COK,Cook Islands,184,2000,2785,17930,15.532626882320134,0,19481,2785,1.0865030674846625
COK,Cook Islands,184,2005,3277,19074,17.180455069728424,0,19584,3277,1.0267379679144386
COK,Cook Islands,184,2010,3769,18391,20.493719754227612,0,20559,3769,1.117883747485183
COK,Cook Islands,184,2015,3477,17586,19.77140907540089,0,21561,3477,1.2260320709655408
COK,Cook Islands,184,2019,3491,17548,19.894005014816507,0,22488,3491,1.2815135627991794
PYF,French Polynesia,258,1990,25830,199905,12.921137540331657,0,3149,25830,0.01575248242915385
PYF,French Polynesia,258,1995,28360,218071,13.004938758477744,0,3749,28360,0.017191648591513772
PYF,French Polynesia,258,2000,30329,240686,12.601065288384035,0,4305,30329,0.017886374778757385
PYF,French Polynesia,258,2005,32286,258779.99999999997,12.476234639462092,0,2725,32286,0.010530180075740012
PYF,French Polynesia,258,2010,31640,266455,11.8744253251018,0,1459,31640,0.005475596254527031
PYF,French Polynesia,258,2015,30058,273124,11.005257685153996,0,1833,30058,0.006711237386681507
PYF,French Polynesia,258,2019,31205,279287,11.173094343811206,0,1982,31205,0.007096642521850283
NIU,Niue,570,1990,461,2329,19.79390296264491,0,5860,461,2.5161013310433664
NIU,Niue,570,1995,480,2165,22.170900692840647,0,5574,480,2.57459584295612
NIU,Niue,570,2000,498,1899,26.22432859399684,0,5754,498,3.0300157977883098
NIU,Niue,570,2005,522,1683,31.01604278074866,0,5298,522,3.1479500891265597
NIU,Niue,570,2010,589,1618,36.402966625463534,0,5358,589,3.311495673671199
NIU,Niue,570,2015,588,1619,36.31871525633107,0,5369,588,3.316244595429277
NIU,Niue,570,2019,588,1615,36.408668730650156,0,5593,588,3.463157894736842
WSM,Samoa,882,1990,3357,162803,2.0620013144720923,0,74861,3357,0.4598256788879812
WSM,Samoa,882,1995,4694,170054,2.7602996695167414,0,81952,4694,0.4819175085561057
WSM,Samoa,882,2000,5998,174454,3.438155616953466,0,94541,5998,0.5419250920013299
WSM,Samoa,882,2005,5746,179727,3.197071113410895,0,99233,5746,0.552131844408464
WSM,Samoa,882,2010,5122,185949,2.7545187121199897,0,104817,5122,0.5636868173531452
WSM,Samoa,882,2015,4252,193513,2.1972684005725713,0,116836,4252,0.603763054678497
WSM,Samoa,882,2019,4035,197097,2.0472153305225342,3,124266,4035,0.6304814380736389
TKL,Tokelau,772,1990,270,1608,16.7910447761194,0,1684,270,1.0472636815920398
TKL,Tokelau,772,1995,266,1517,17.534607778510217,0,1810,266,1.1931443638760713
TKL,Tokelau,772,2000,262,1554,16.859716859716862,0,2061,262,1.3262548262548262
TKL,Tokelau,772,2005,258,1208,21.357615894039736,0,2090,258,1.7301324503311257
TKL,Tokelau,772,2010,429,1140,37.631578947368425,0,2168,429,1.9017543859649122
TKL,Tokelau,772,2015,487,1252,38.89776357827476,0,2171,487,1.7340255591054312
TKL,Tokelau,772,2019,504,1340,37.61194029850746,0,2242,504,1.673134328358209
TON,Tonga,776,1990,2911,95069,3.061986557132188,0,32666,2911,0.34360306724589507
TON,Tonga,776,1995,3274,95976,3.411269484037676,0,38343,3274,0.3995061265316329
TON,Tonga,776,2000,3684,97973,3.760219652353199,0,46714,3684,0.4768048339848734
TON,Tonga,776,2005,4301,100905,4.2624250532679255,0,48744,4301,0.483068232495912
TON,Tonga,776,2010,4604,103986,4.4275190891081495,0,52049,4604,0.5005385340334276
TON,Tonga,776,2015,3954,100781,3.923358569571645,0,60001,3954,0.5953602365525248
TON,Tonga,776,2019,3752,104494,3.590636782973185,0,63652,3752,0.6091450226807281
TUV,Tuvalu,798,1990,318,8913,3.5678222820599124,0,2350,318,0.2636598227308426
TUV,Tuvalu,798,1995,263,9298,2.828565282856528,0,2738,263,0.29447192944719297
TUV,Tuvalu,798,2000,218,9394,2.3206301894826487,0,2611,218,0.2779433681073025
TUV,Tuvalu,798,2005,209,10000,2.09,0,2917,209,0.2917
TUV,Tuvalu,798,2010,220,10530,2.0892687559354224,0,3011,220,0.2859449192782526
TUV,Tuvalu,798,2015,230,11099,2.072258762050635,0,3208,230,0.2890350482025408
TUV,Tuvalu,798,2019,238,11646,2.04362012708226,0,3276,238,0.28129829984544047
WLF,Wallis and Futuna Islands,876,1990,1402,13800,10.159420289855072,0,6484,1402,0.4698550724637681
WLF,Wallis and Futuna Islands,876,1995,1704,14149,12.043253940207789,0,6943,1704,0.49070605696515657
WLF,Wallis and Futuna Islands,876,2000,2015,14694,13.713080168776369,0,7402,2015,0.5037430243636859
WLF,Wallis and Futuna Islands,876,2005,2191,14939,14.666309659281078,0,7437,2191,0.49782448624405917
WLF,Wallis and Futuna Islands,876,2010,1624,12689,12.798486878398613,0,7462,1624,0.5880684057057294
